_id,spending_behavior,processing_timestamp,applicant_info.full_name,applicant_info.email,applicant_info.ssn,applicant_info.ip_address,applicant_info.gender,applicant_info.date_of_birth,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,financials.annual_salary,notes
app_474,"[{'category': 'Education', 'amount': 54}, {'category': 'Healthcare', 'amount': 92}]",,Sharon Hall,sharon.hall52@mail.com,580-66-6265,172.22.85.37,F,1996-08-21,90242,40000,51,0.19,13712,False,algorithm_risk_score,,,,,
app_018,"[{'category': 'Rent', 'amount': 723}, {'category': 'Shopping', 'amount': 167}]",,Patrick Martinez,patrick.martinez51@hotmail.com,935-32-9047,192.168.65.254,Male,1991-12-23,10096,64000,18,0.2,11567,False,algorithm_risk_score,,,,,
app_016,"[{'category': 'Groceries', 'amount': 485}]",,Gary Wilson,gary.wilson85@yahoo.com,780-24-9300,192.168.20.42,M,1959-12-11,10091,123000,71,0.37,86599,False,algorithm_risk_score,,,,,
app_015,"[{'category': 'Healthcare', 'amount': 101}, {'category': 'Fitness', 'amount': 698}, {'category': 'Education', 'amount': 470}]",,Michael Lopez,michael.lopez67@yahoo.com,752-48-9134,192.168.244.94,Male,1985-11-09,10061,118000,96,0.4,76692,False,algorithm_risk_score,,,,,
app_014,"[{'category': 'Dining', 'amount': 339}]",,Pamela Gonzalez,pamela.gonzalez4@mail.com,622-41-3198,192.168.120.82,Female,14/01/1995,10086,112000,35,0.45,9647,False,algorithm_risk_score,,,,,
app_012,"[{'category': 'Rent', 'amount': 567}, {'category': 'Shopping', 'amount': 408}]",,Janet Lopez,janet.lopez72@aol.com,646-74-3314,172.19.203.79,Female,1972-09-26,90220,96000,71,0.22,38284,False,algorithm_risk_score,,,,,
app_011,"[{'category': 'Entertainment', 'amount': 209}, {'category': 'Fitness', 'amount': 648}]",,Linda Martin,linda.martin88@hotmail.com,471-84-3299,10.244.191.172,Female,1992-12-30,90205,89000,5,0.31,24246,False,algorithm_risk_score,,,,,
app_010,"[{'category': 'Utilities', 'amount': 866}]",,Barbara Rodriguez,barbara.rodriguez33@icloud.com,624-58-7406,10.100.68.10,Female,1996-09-07,90250,44000,62,0.25,6824,False,algorithm_risk_score,,,,,
app_336,"[{'category': 'Healthcare', 'amount': 358}, {'category': 'Travel', 'amount': 885}]",,Brenda Carter,brenda.carter35@mail.com,103-64-7163,172.26.222.199,Female,02/26/1988,90293,116000,39,0.09,27855,False,algorithm_risk_score,,,,,
app_331,"[{'category': 'Entertainment', 'amount': 531}]",,Eric Garcia,eric.garcia25@aol.com,402-58-5593,10.249.192.226,Male,1974-04-06,10083,88000,64,0.29,27261,False,algorithm_risk_score,,,,,
app_330,"[{'category': 'Travel', 'amount': 885}]",,Scott Brown,scott.brown39@hotmail.com,415-46-6409,192.168.147.254,Male,1980-09-19,10026,136000,1,0.28,35500,False,algorithm_risk_score,,,,,
app_329,"[{'category': 'Transportation', 'amount': 546}]",,Betty Martinez,betty.martinez42@mail.com,794-64-7602,172.16.109.93,F,1966-10-06,90247,55000,85,0.42,20278,False,algorithm_risk_score,,,,,
app_327,"[{'category': 'Fitness', 'amount': 272}, {'category': 'Dining', 'amount': 481}, {'category': 'Travel', 'amount': 601}]",,Karen Martinez,karen.martinez76@mail.com,338-35-5699,192.168.161.166,Female,1999-10-24,90261,40000,72,0.2,14626,False,algorithm_risk_score,,,,,
app_324,"[{'category': 'Entertainment', 'amount': 453}]",,Donna Smith,donna.smith10@aol.com,610-14-8613,192.168.170.94,Female,30/05/1982,90250,96000,89,0.16,25814,False,algorithm_risk_score,,,,,
app_322,"[{'category': 'Healthcare', 'amount': 897}]",,Amy Smith,amy.smith50@hotmail.com,208-85-9940,10.236.92.130,F,24/02/1992,90246,84000,0,0.42,12426,False,high_dti_ratio,,,,,
app_321,"[{'category': 'Fitness', 'amount': 61}]",,Susan Young,susan.young28@hotmail.com,395-66-6220,172.25.233.1,Female,11/06/1981,10081,74000,77,0.07,26411,False,algorithm_risk_score,,,,,
app_319,"[{'category': 'Education', 'amount': 568}]",,Barbara Green,barbara.green70@aol.com,439-47-7955,172.22.198.197,F,1995-08-01,90211,55000,33,0.26,12428,False,insufficient_credit_history,,,,,
app_318,"[{'category': 'Fitness', 'amount': 599}, {'category': 'Entertainment', 'amount': 269}]",,Emma Thompson,emma.thompson42@gmail.com,839-40-5735,172.24.220.183,Female,1987-04-26,10011,68000,40,0.08,21717,False,algorithm_risk_score,,,,,
app_316,"[{'category': 'Entertainment', 'amount': 774}, {'category': 'Travel', 'amount': 642}]",,Paul Brown,paul.brown98@aol.com,413-70-1353,172.17.253.4,Male,1989-02-07,10003,74000,16,0.3,25959,False,insufficient_credit_history,,,,,
app_315,"[{'category': 'Travel', 'amount': 760}]",,Matthew Campbell,matthew.campbell38@hotmail.com,384-63-3991,172.30.8.110,Male,1977/07/31,10027,81000,47,0.23,30944,False,algorithm_risk_score,,,,,
app_314,"[{'category': 'Education', 'amount': 449}, {'category': 'Travel', 'amount': 726}]",,Elizabeth Sanchez,elizabeth.sanchez94@outlook.com,850-13-2311,192.168.165.218,Female,1996-01-03,90266,73000,31,0.3,19081,False,algorithm_risk_score,,,,,
app_325,"[{'category': 'Rent', 'amount': 191}]",,Lisa Nguyen,lisa.nguyen45@protonmail.com,217-40-8640,192.168.54.67,Female,01/11/1981,10043,79000,63,0.39,27810,False,algorithm_risk_score,,,,,
app_353,"[{'category': 'Travel', 'amount': 836}]",,Lisa Jones,lisa.jones93@outlook.com,195-45-8451,10.228.14.60,Female,1996-03-26,10069,73000,26,0.24,23924,False,algorithm_risk_score,,,,,
app_348,"[{'category': 'Fitness', 'amount': 199}, {'category': 'Travel', 'amount': 851}]",,Michael Mitchell,michael.mitchell42@hotmail.com,100-94-8400,172.28.12.121,Male,1989-10-10,10080,55000,5,0.41,13794,False,insufficient_credit_history,,,,,
app_346,"[{'category': 'Transportation', 'amount': 752}]",,Gary Martinez,gary.martinez58@protonmail.com,986-28-6936,172.21.15.191,Male,1979-10-29,90276,140000,60,0.25,38125,False,algorithm_risk_score,,,,,
app_345,"[{'category': 'Dining', 'amount': 122}]",,Justin White,justin.white92@yahoo.com,845-23-1957,192.168.91.204,Male,1978-08-20,10041,60000,42,0.34,25288,False,algorithm_risk_score,,,,,
app_344,"[{'category': 'Education', 'amount': 751}]",,Edward Campbell,edward.campbell91@outlook.com,103-37-9074,192.168.44.92,M,2002/01/18,30029,27000,39,0.1,3885,False,low_income,,,,,
app_343,"[{'category': 'Dining', 'amount': 257}]",,Susan Moore,susan.moore71@protonmail.com,507-29-9393,192.168.113.193,Female,1979/05/02,90275,96000,26,0.18,33687,False,insufficient_credit_history,,,,,
app_304,"[{'category': 'Utilities', 'amount': 62}]",,Pamela Nelson,pamela.nelson7@aol.com,117-67-6540,10.224.21.213,Female,1981-08-06,90208,106000,69,0.2,51392,False,algorithm_risk_score,,,,,
app_303,"[{'category': 'Insurance', 'amount': 373}, {'category': 'Healthcare', 'amount': 436}, {'category': 'Groceries', 'amount': 471}]",,Catherine Smith,catherine.smith85@outlook.com,961-32-4455,192.168.65.3,Female,1998-03-12,90281,41000,67,0.41,9650,False,algorithm_risk_score,,,,,
app_301,"[{'category': 'Education', 'amount': 115}, {'category': 'Travel', 'amount': 356}, {'category': 'Shopping', 'amount': 537}]",,Susan Baker,susan.baker33@protonmail.com,462-23-1465,10.59.198.228,Female,1981-03-18,90226,65000,50,0.1,28502,False,algorithm_risk_score,,,,,
app_299,"[{'category': 'Dining', 'amount': 854}, {'category': 'Healthcare', 'amount': 787}, {'category': 'Groceries', 'amount': 531}]",,Samuel Gonzalez,test.user.outlook.com,626-69-8549,172.29.212.150,Male,1972-08-28,10054,64000,58,0.18,23101,False,algorithm_risk_score,,,,,
app_294,"[{'category': 'Education', 'amount': 484}]",,Susan King,susan.king68@aol.com,678-39-1724,192.168.87.207,Female,1985-03-13,90298,120000,15,0.36,36582,False,high_dti_ratio,,,,,
app_341,"[{'category': 'Fitness', 'amount': 363}]",,Cynthia Anderson,cynthia.anderson96@gmail.com,871-61-4185,172.22.214.211,Female,1991-05-13,10035,63000,50,0.21,15639,False,algorithm_risk_score,,,,,
app_372,"[{'category': 'Utilities', 'amount': 582}]",,Kathleen Mitchell,kathleen.mitchell10@outlook.com,381-49-1110,192.168.116.86,Female,11/03/1967,90229,77000,115,0.22,22843,False,algorithm_risk_score,,,,,
app_371,"[{'category': 'Rent', 'amount': 180}, {'category': 'Groceries', 'amount': 823}]",,Sarah Walker,sarah.walker95@mail.com,142-97-2132,10.57.113.229,Female,1995-02-23,90250,76000,12,0.11,59032,False,algorithm_risk_score,,,,,
app_369,"[{'category': 'Dining', 'amount': 233}, {'category': 'Education', 'amount': 700}]",,Patricia Nelson,patricia.nelson33@protonmail.com,557-16-4712,172.24.111.38,Female,1985-01-03,90259,102000,35,0.17,33980,False,algorithm_risk_score,,,,,
app_368,"[{'category': 'Travel', 'amount': 521}]",,Robert Hall,robert.hall89@mail.com,262-36-4877,10.81.51.193,Male,1996-08-27,10045,29000,0,0.22,5045,False,algorithm_risk_score,,,,,
app_366,"[{'category': 'Dining', 'amount': 194}, {'category': 'Healthcare', 'amount': 51}, {'category': 'Utilities', 'amount': 396}]",,Catherine Campbell,catherine.campbell57@hotmail.com,352-74-1939,192.168.20.35,Female,1990-11-30,90211,45000,47,0.34,19272,False,algorithm_risk_score,,,,,
app_362,"[{'category': 'Entertainment', 'amount': 479}]",,Michelle Anderson,michelle.anderson65@gmail.com,756-79-8536,192.168.124.18,F,2000-12-24,90279,70000,18,0.1,35720,False,algorithm_risk_score,,,,,
app_361,"[{'category': 'Transportation', 'amount': 753}]",,Steven Harris,steven.harris82@yahoo.com,243-47-6228,172.29.158.152,Male,1985-10-03,10013,140000,19,0.2,54813,False,algorithm_risk_score,,,,,
app_359,"[{'category': 'Fitness', 'amount': 363}, {'category': 'Travel', 'amount': 543}]",,Stephanie King,stephanie.king52@hotmail.com,887-89-1075,172.21.62.38,F,1997-03-09,90233,65000,43,0.18,13540,False,algorithm_risk_score,,,,,
app_261,"[{'category': 'Transportation', 'amount': 252}, {'category': 'Travel', 'amount': 352}]",,Raymond Hall,raymond.hall45@hotmail.com,129-78-7265,10.137.212.135,M,12/28/1972,10041,63000,59,0.38,23287,False,algorithm_risk_score,,,,,
app_283,"[{'category': 'Dining', 'amount': 648}]",,Cynthia Johnson,cynthia.johnson21@protonmail.com,321-71-4810,10.23.78.49,F,1990-12-27,10055,70000,5,0.09,34596,False,algorithm_risk_score,,,,,
app_282,"[{'category': 'Insurance', 'amount': 399}]",,Lisa Baker,lisa.baker23@mail.com,377-29-6956,192.168.209.25,Female,1978-03-07,30017,118000,66,0.07,32286,False,algorithm_risk_score,,,,,
app_280,"[{'category': 'Utilities', 'amount': 275}]",,Benjamin Thomas,benjamin.thomas34@icloud.com,235-66-1824,172.17.156.231,Male,1987-02-06,10046,57000,13,0.24,14728,False,insufficient_credit_history,,,,,
app_278,"[{'category': 'Fitness', 'amount': 414}]",,Sarah Gonzalez,sarah.gonzalez66@yahoo.com,975-14-1465,10.133.35.59,Female,1997-05-21,10024,56000,0,0.28,9221,False,algorithm_risk_score,,,,,
app_357,"[{'category': 'Education', 'amount': 889}]",,Rebecca Wright,rebecca.wright9@mail.com,293-82-3507,10.172.238.52,F,1992-09-28,30007,76000,3,0.09,33537,False,insufficient_credit_history,,,,,
app_388,"[{'category': 'Entertainment', 'amount': 259}]",,Amanda Johnson,amanda.johnson38@protonmail.com,152-84-2809,172.18.118.41,Female,1993-01-03,90296,100000,8,0.22,15898,False,algorithm_risk_score,,,,,
app_381,"[{'category': 'Utilities', 'amount': 289}]",,Patricia Adams,patricia.adams53@aol.com,498-99-6200,10.248.165.138,Female,1995/01/08,90209,82000,51,0.19,32404,False,algorithm_risk_score,,,,,
app_379,"[{'category': 'Groceries', 'amount': 806}, {'category': 'Shopping', 'amount': 323}]",,Alexander Scott,alexander.scott21@outlook.com,103-99-1167,10.179.246.181,Male,1987-10-23,10019,103000,31,0.42,44360,False,algorithm_risk_score,,,,,
app_376,"[{'category': 'Education', 'amount': 212}]",,Brenda Young,brenda.young74@gmail.com,985-67-3351,172.22.235.81,Female,01/10/1968,90283,82000,96,0.2,33059,False,algorithm_risk_score,,,,,
app_374,"[{'category': 'Shopping', 'amount': 471}, {'category': 'Rent', 'amount': 666}]",,Nancy Sanchez,nancy.sanchez75@gmail.com,637-82-2711,10.207.207.221,F,1969-12-26,90294,81000,41,0.17,13259,False,algorithm_risk_score,,,,,
app_276,"[{'category': 'Groceries', 'amount': 248}, {'category': 'Healthcare', 'amount': 592}]",,Sarah Harris,sarah.harris19@icloud.com,965-43-3270,192.168.198.87,F,1995/05/07,90260,30000,0,0.13,3388,False,algorithm_risk_score,,,,,
app_275,"[{'category': 'Entertainment', 'amount': 571}]",,Maria Miller,maria.miller67@outlook.com,417-25-4912,172.25.58.70,F,14/02/1982,10019,110000,33,0.05,49933,False,algorithm_risk_score,,,,,
app_272,"[{'category': 'Dining', 'amount': 372}]",,Rebecca Rivera,rebecca.rivera38@outlook.com,160-39-1506,10.75.157.206,Female,1982-03-02,90227,79000,70,0.41,34365,False,algorithm_risk_score,,,,,
app_270,"[{'category': 'Travel', 'amount': 150}]",,Debra Flores,debra.flores69@protonmail.com,911-30-4999,172.24.233.43,Female,1993-10-19,10098,58000,78,0.24,14687,False,algorithm_risk_score,,,,,
app_269,"[{'category': 'Shopping', 'amount': 540}, {'category': 'Rent', 'amount': 619}, {'category': 'Groceries', 'amount': 552}]",,William Hall,william.hall20@aol.com,106-34-1270,10.132.131.45,Male,08/12/1984,10009,152000,44,0.32,88078,False,algorithm_risk_score,,,,,
app_266,"[{'category': 'Insurance', 'amount': 126}, {'category': 'Utilities', 'amount': 373}, {'category': 'Healthcare', 'amount': 86}]",,Betty Jones,betty.jones46@protonmail.com,155-87-5931,192.168.5.251,Female,04/03/1995,90202,46000,16,0.13,20079,False,insufficient_credit_history,,,,,
app_265,"[{'category': 'Healthcare', 'amount': 491}]",,Samuel Harris,samuel.harris82@mail.com,684-68-7381,10.168.180.97,Male,1964-01-10,10044,57000,67,0.14,12651,False,algorithm_risk_score,,,,,
app_262,"[{'category': 'Dining', 'amount': 760}]",,Lisa Nelson,lisa.nelson41@protonmail.com,141-88-9385,172.31.49.104,F,1999-09-28,90264,46000,38,0.09,18075,False,algorithm_risk_score,,,,,
app_260,"[{'category': 'Dining', 'amount': 636}, {'category': 'Utilities', 'amount': 100}, {'category': 'Travel', 'amount': 399}]",,Thomas Hill,thomas.hill26@aol.com,855-44-3925,10.149.26.211,M,09/10/1967,10035,36000,66,0.2,1358,False,algorithm_risk_score,,,,,
app_253,"[{'category': 'Dining', 'amount': 223}]",,Barbara Allen,barbara.allen1@mail.com,497-28-5851,172.30.65.21,Female,1970-08-11,90241,93000,91,0.29,27309,False,algorithm_risk_score,,,,,
app_252,"[{'category': 'Entertainment', 'amount': 784}, {'category': 'Rent', 'amount': 897}, {'category': 'Education', 'amount': 147}]",,Christine Torres,christine.torres96@yahoo.com,307-76-8036,10.121.126.37,F,2001-12-23,90270,31000,29,0.44,10534,False,insufficient_credit_history,,,,,
app_251,"[{'category': 'Groceries', 'amount': 580}, {'category': 'Travel', 'amount': 633}, {'category': 'Healthcare', 'amount': 575}]",,Daniel Nelson,daniel.nelson71@protonmail.com,418-57-7031,192.168.70.66,Male,1984-12-25,10096,98000,19,0.31,27789,False,algorithm_risk_score,,,,,
app_165,"[{'category': 'Dining', 'amount': 435}, {'category': 'Insurance', 'amount': 508}]",2024-01-15T00:00:00Z,Brandon Moore,,,,Male,,10077,66000,6,0.16,36936,True,,,5.6,53000.0,,
app_133,"[{'category': 'Insurance', 'amount': 319}, {'category': 'Dining', 'amount': 407}]",,Frank Harris,frank.harris11@outlook.com,507-24-3732,172.25.65.254,Male,1989-10-07,10022,70000,72,0.16,33883,False,algorithm_risk_score,,,,,
app_403,"[{'category': 'Transportation', 'amount': 291}]",,William Davis,william.davis38@yahoo.com,636-51-1389,192.168.227.127,Male,1977-01-19,10054,138000,96,0.09,55499,False,algorithm_risk_score,,,,,
app_401,"[{'category': 'Healthcare', 'amount': 355}]",,Daniel Walker,daniel.walker89@gmail.com,751-65-2036,172.27.207.134,Male,06/03/1972,10038,103000,29,0.39,21830,False,high_dti_ratio,,,,,
app_398,"[{'category': 'Rent', 'amount': 693}, {'category': 'Dining', 'amount': 481}, {'category': 'Fitness', 'amount': 373}]",,Susan Nelson,susan.nelson67@protonmail.com,270-80-2724,172.31.197.62,Female,1969-12-10,90272,58000,92,0.14,20917,False,algorithm_risk_score,,,,,
app_394,"[{'category': 'Groceries', 'amount': 395}, {'category': 'Dining', 'amount': 545}]",,Karen Robinson,karen.robinson34@gmail.com,949-81-1792,192.168.66.232,Female,1998-09-02,90271,61000,54,0.16,16646,False,algorithm_risk_score,,,,,
app_393,"[{'category': 'Groceries', 'amount': 723}, {'category': 'Insurance', 'amount': 687}, {'category': 'Dining', 'amount': 651}]",,Brandon Clark,brandon.clark68@mail.com,644-43-8722,172.27.210.50,Male,08/08/1997,10048,58000,21,0.14,10886,False,insufficient_credit_history,,,,,
app_118,"[{'category': 'Education', 'amount': 754}, {'category': 'Travel', 'amount': 209}]",,Dorothy Perez,dorothy.perez34@gmail.com,132-21-8550,192.168.87.39,F,1959-01-01,30038,110000,87,0.34,47222,False,algorithm_risk_score,,,,,
app_140,"[{'category': 'Travel', 'amount': 487}, {'category': 'Shopping', 'amount': 315}]",,Joseph Taylor,joseph.taylor79@mail.com,876-10-8698,172.20.105.89,M,1973-06-27,10047,45000,76,0.15,16933,False,algorithm_risk_score,,,,,
app_139,"[{'category': 'Travel', 'amount': 617}]",,George Garcia,george.garcia25@yahoo.com,864-96-8449,10.184.140.226,Male,1972-12-13,10006,88000,76,0.06,25968,False,algorithm_risk_score,,,,,
app_138,"[{'category': 'Insurance', 'amount': 371}, {'category': 'Entertainment', 'amount': 305}, {'category': 'Adult Entertainment', 'amount': 848}]",,Kevin Lopez,kevin.lopez85@protonmail.com,672-64-7149,192.168.36.21,Male,1963-08-01,10036,64000,56,0.24,26880,False,algorithm_risk_score,,,,,
app_137,"[{'category': 'Insurance', 'amount': 717}]",,Amy Garcia,amy.garcia70@outlook.com,929-73-4834,192.168.157.6,Female,1990-04-18,90205,81000,53,0.19,13306,False,algorithm_risk_score,,,,,
app_135,"[{'category': 'Healthcare', 'amount': 255}, {'category': 'Travel', 'amount': 222}]",,Laura Wilson,laura.wilson90@outlook.com,754-90-5869,10.172.73.55,Female,1986-10-23,90202,65000,92,0.22,9369,False,algorithm_risk_score,,,,,
app_101,"[{'category': 'Groceries', 'amount': 527}, {'category': 'Entertainment', 'amount': 464}]",,Sandra Smith,sandra.smith99@icloud.com,937-72-8731,172.30.237.98,Female,1997-03-23,90255,55000,0,0.3,15364,False,algorithm_risk_score,,,,,
app_130,"[{'category': 'Healthcare', 'amount': 804}, {'category': 'Fitness', 'amount': 671}, {'category': 'Rent', 'amount': 598}]",,Jennifer Wright,jennifer.wright10@mail.com,286-43-9771,172.27.3.208,Female,03/10/1981,90252,135000,62,0.09,30902,False,algorithm_risk_score,,,,,
app_128,"[{'category': 'Fitness', 'amount': 199}]",,Thomas Scott,thomas.scott58@mail.com,857-88-7567,10.5.184.205,Male,1985-04-02,10078,94000,81,0.4,73842,False,high_dti_ratio,,,,,
app_125,"[{'category': 'Transportation', 'amount': 385}]",,Sharon Martinez,sharon.martinez70@hotmail.com,513-27-3988,10.188.66.157,Female,1988-06-25,90203,77000,72,0.36,30414,False,algorithm_risk_score,,,,,
app_123,"[{'category': 'Groceries', 'amount': 779}]",,Helen Martinez,helen.martinez39@gmail.com,933-63-8809,10.153.125.202,F,1971/03/31,90272,87000,82,0.23,39088,False,algorithm_risk_score,,,,,
app_119,"[{'category': 'Shopping', 'amount': 761}]",,Amy Hernandez,amy.hernandez98@protonmail.com,595-13-3321,172.30.159.145,Female,1991-12-21,90216,74000,0,0.45,24617,False,algorithm_risk_score,,,,,
app_419,"[{'category': 'Healthcare', 'amount': 145}, {'category': 'Travel', 'amount': 174}, {'category': 'Rent', 'amount': 647}]",,Timothy Hernandez,timothy.hernandez1@outlook.com,937-93-2440,172.30.247.166,Male,1987-09-18,10096,125000,5,0.24,63180,False,algorithm_risk_score,,,,,
app_416,"[{'category': 'Entertainment', 'amount': 758}, {'category': 'Education', 'amount': 770}]",,Samuel Davis,samuel.davis97@mail.com,119-56-1715,10.203.158.136,Male,1981-10-11,10066,100000,59,0.2,46148,False,algorithm_risk_score,,,,,
app_415,"[{'category': 'Education', 'amount': 764}, {'category': 'Dining', 'amount': 804}]",,Patrick Martin,patrick.martin81@hotmail.com,122-39-5106,172.20.236.220,Male,1994-01-12,10002,105000,32,0.06,37428,False,algorithm_risk_score,,,,,
app_412,"[{'category': 'Rent', 'amount': 334}]",,Alexander Wright,alexander.wright47@hotmail.com,912-89-2986,10.158.159.60,Male,1997-02-16,10096,53000,61,0.43,25452,False,high_dti_ratio,,,,,
app_407,"[{'category': 'Entertainment', 'amount': 52}, {'category': 'Fitness', 'amount': 606}, {'category': 'Insurance', 'amount': 781}]",,Jacob Ramirez,jacob.ramirez30@aol.com,458-36-1005,192.168.53.145,Male,1990/11/09,10076,74000,31,0.26,32341,False,algorithm_risk_score,,,,,
app_085,"[{'category': 'Fitness', 'amount': 679}, {'category': 'Entertainment', 'amount': 337}, {'category': 'Travel', 'amount': 382}]",,Barbara Brown,barbara.brown97@yahoo.com,435-96-5496,10.229.154.59,F,2000-01-12,90234,37000,5,0.15,18428,False,insufficient_credit_history,,,,,
app_116,"[{'category': 'Fitness', 'amount': 301}, {'category': 'Transportation', 'amount': 439}]",,Emily Harris,emily.harris96@hotmail.com,671-84-8245,172.29.175.6,Female,14/08/1993,90224,102000,38,0.09,41035,False,algorithm_risk_score,,,,,
app_113,"[{'category': 'Utilities', 'amount': 359}, {'category': 'Transportation', 'amount': 723}]",,Melissa Nelson,melissa.nelson5@mail.com,599-53-4517,10.163.154.138,Female,1997-04-18,90272,40000,45,0.22,11728,False,algorithm_risk_score,,,,,
app_107,"[{'category': 'Dining', 'amount': 581}, {'category': 'Rent', 'amount': 857}]",,George Garcia,george.garcia38@outlook.com,565-34-4484,172.30.66.2,M,1960-01-12,10087,91000,105,0.3,37143,False,algorithm_risk_score,,,,,
app_106,"[{'category': 'Fitness', 'amount': 317}, {'category': 'Rent', 'amount': 319}]",,Michael White,michael.white97@mail.com,285-12-3751,192.168.62.179,Male,1999-08-28,10043,44000,20,0.16,13124,False,algorithm_risk_score,,,,,
app_070,"[{'category': 'Dining', 'amount': 168}]",,Karen Rodriguez,karen.rodriguez76@yahoo.com,809-96-3820,172.22.141.14,Female,1980/09/02,90292,121000,59,0.43,24655,False,algorithm_risk_score,,,,,
app_069,"[{'category': 'Entertainment', 'amount': 540}]",,Stephanie Allen,stephanie.allen32@mail.com,916-13-8007,192.168.98.191,Female,1961-04-14,90237,98000,93,0.25,11645,False,algorithm_risk_score,,,,,
app_098,"[{'category': 'Transportation', 'amount': 784}, {'category': 'Education', 'amount': 722}]",,Justin Young,justin.young47@hotmail.com,935-12-2949,172.26.124.154,M,1965-01-17,10006,92000,92,0.38,34427,False,algorithm_risk_score,,,,,
app_097,"[{'category': 'Fitness', 'amount': 442}, {'category': 'Gambling', 'amount': 216}]",,Emma Roberts,emma.roberts50@gmail.com,817-88-9433,10.9.148.236,Female,1976-11-09,90262,141000,33,0.26,22923,False,insufficient_credit_history,,,,,
app_096,"[{'category': 'Utilities', 'amount': 298}]",,Nicholas Roberts,nicholas.roberts5@protonmail.com,789-45-9885,10.185.208.12,M,1995-05-16,10014,84000,8,0.3,41724,False,algorithm_risk_score,,,,,
app_088,"[{'category': 'Transportation', 'amount': 339}]",,Susan Martinez,susan.martinez83@protonmail.com,780-24-9300,172.23.224.13,F,1986-10-15,90229,55000,55,0.43,29118,False,algorithm_risk_score,,,,,
app_405,"[{'category': 'Groceries', 'amount': 364}, {'category': 'Transportation', 'amount': 566}, {'category': 'Shopping', 'amount': 839}]",,Stephanie Hill,stephanie.hill77@gmail.com,694-77-8788,172.26.24.219,Female,1989-09-05,90202,48000,13,0.38,964,False,high_dti_ratio,,,,,
app_434,"[{'category': 'Shopping', 'amount': 644}]",,Edward Flores,edward.flores2@icloud.com,565-99-4837,192.168.194.45,Male,1999-10-08,10050,35000,0,0.27,14397,False,algorithm_risk_score,,,,,
app_432,"[{'category': 'Rent', 'amount': 453}]",,Amy Nelson,amy.nelson43@icloud.com,109-72-8677,10.141.150.134,Female,2001-10-04,90273,75000,8,0.18,24681,False,algorithm_risk_score,,,,,
app_431,"[{'category': 'Travel', 'amount': 720}, {'category': 'Fitness', 'amount': 570}]",,Anna Martin,anna.martin93@mail.com,597-24-6392,10.150.224.185,Female,08/02/1960,90203,68000,129,0.4,24830,False,algorithm_risk_score,,,,,
app_430,"[{'category': 'Insurance', 'amount': 748}]",,Anna Mitchell,anna.mitchell67@gmail.com,510-73-7761,192.168.140.42,F,21/04/1979,10066,97000,28,0.19,17717,False,algorithm_risk_score,,,,,
app_429,"[{'category': 'Travel', 'amount': 498}]",,Patricia Perez,patricia.perez24@gmail.com,292-99-2030,172.17.194.147,Female,1996/02/26,90286,77000,41,0.18,26023,False,algorithm_risk_score,,,,,
app_424,"[{'category': 'Dining', 'amount': 627}]",,Kevin Campbell,kevin.campbell22@gmail.com,671-88-1195,192.168.252.141,M,12/23/1983,10020,98000,30,0.12,13780,False,algorithm_risk_score,,,,,
app_422,"[{'category': 'Rent', 'amount': 322}]",,Kathleen Flores,kathleen.flores42@yahoo.com,455-19-2179,192.168.210.173,Female,1981-08-17,90284,108000,80,0.37,30248,False,algorithm_risk_score,,,,,
app_056,"[{'category': 'Healthcare', 'amount': 306}, {'category': 'Groceries', 'amount': 634}]",,Kenneth Hall,kenneth.hall2@mail.com,195-78-2598,192.168.194.157,Male,1980-12-24,10069,99000,37,0.35,33129,False,algorithm_risk_score,,,,,
app_083,"[{'category': 'Groceries', 'amount': 375}, {'category': 'Shopping', 'amount': 180}, {'category': 'Transportation', 'amount': 571}]",,Justin Walker,justin.walker56@gmail.com,423-24-4926,172.27.230.121,M,1989-11-04,10069,57000,40,0.23,29607,False,algorithm_risk_score,,,,,
app_081,"[{'category': 'Rent', 'amount': 519}]",,Kimberly Rodriguez,kimberly.rodriguez29@hotmail.com,560-36-1890,192.168.181.17,Female,1993/06/16,10053,41000,8,0.32,13208,False,high_dti_ratio,,,,,
app_079,"[{'category': 'Utilities', 'amount': 815}, {'category': 'Dining', 'amount': 748}]",,Elizabeth Hernandez,elizabeth.hernandez71@yahoo.com,112-96-1187,192.168.93.154,Female,1972-12-28,90280,97000,102,0.31,32958,False,high_dti_ratio,,,,,
app_078,"[{'category': 'Transportation', 'amount': 294}]",,Rebecca Wilson,rebecca.wilson4@gmail.com,854-84-6365,172.30.31.154,Female,1997-02-25,90299,47000,19,0.26,14054,False,insufficient_credit_history,,,,,
app_077,"[{'category': 'Transportation', 'amount': 878}]",,Deborah Campbell,deborah.campbell7@icloud.com,199-17-5138,172.19.144.24,Female,1994-01-07,90275,86000,27,0.15,41449,False,algorithm_risk_score,,,,,
app_076,"[{'category': 'Utilities', 'amount': 801}]",,Sarah Taylor,sarah.taylor74@icloud.com,773-71-1401,172.27.159.52,Female,1990-12-28,90285,66000,35,0.43,13607,False,insufficient_credit_history,,,,,
